date,Governorate,District,Village Name/ /ozla,Type,Facility name,Phase,Status,Comments (if any),Installed/planned capacity (kW),Male Beneficiaries (approx.),Female Beneficiaries (approx.),Total Beneficiaries (approx.),Coordinate
2025-05-15,Taiz,Maqbanah,Maqbanah,Well,Akhdo'a A'ala Stage-2,Package#4,Contract awarded,Lot-2,49.5,2074.0,2246.0,4320,"13.741539°, 43.640885°"
2025-05-15,Taiz,At Taiziyah,At Taiziyah,Well,Al-Sadd,Package#4,Contract awarded,Lot-3,66.0,3571.0,3869.0,4320,"13.08767,43.8674"
2025-05-15,Taiz,Al Mawasit,Al Mawasit,Well,Alaswdi (Gargr) Stage-2,Package#4,Contract awarded,Lot-2,66.0,2074.0,2246.0,4800,"13.19771,44.02554"
2025-05-15,Taiz,Ash Shamayatayn,Ash Shamayatayn,Well,Al-Quda'a,Package#4,Contract awarded,Lot-3,57.75,33180.0,35940.0,5760,"15.212200,44.536173"
2025-05-15,Taiz,Ash Shamayatayn,Ash Shamayatayn,Well,Mahdan,Package#4,Contract awarded,Lot-3,49.5,5500.0,6500.0,3840,"13.24379,44.14015"
2025-05-15,Taiz,Ash Shamayatayn,Ash Shamayatayn,Well,Al-Tawelah,Package#4,Contract awarded,Lot-3,66.0,27648.0,29952.0,4800,"13.758559,44.094059"
2025-05-15,Ma'rib,Sirwah,Sirwah,Well,Al Sarha,Package#4,Contract awarded,Lot-1,8.25,30408.0,32952.0,5280,"14.148076,43.524479"
2025-05-15,Lahj,Al Hawtah,Al Hawtah,Vaccine,Lahj Governorate Vaccines Warehouse,1st Roll-Out (Vaccine),Contract awarded,,85.8,66633.0,103865.0,170498,"13.051478, 44.881161"
2025-05-15,Dhamar,Dhamar City,Dhamar City,Vaccine,Dhamar Governorate Vaccines Warehouse,1st Roll-Out (Vaccine),Contract awarded,,132.6,133740.0,176963.0,310703,"14.542994,44.399699"
2025-05-15,Hajjah,Hajjah City,Hajjah City,Vaccine,Hajjah Governorate Vaccines Warehouse,1st Roll-Out (Vaccine),Contract awarded,,132.6,113850.0,162760.0,276610,"15.708953, 43.591889"
2025-05-15,Ibb,Ibb,Ibb,Vaccine,Ibb Governorate Vaccines Warehouse,1st Roll-Out (Vaccine),Contract awarded,,85.8,65939.0,78507.0,144446,"13.976806,44.169603"
2025-05-15,Sana'a,Sanaa City Outskirts -Sanhan wa Bani Bahlul,Sanaa City Outskirts -Sanhan wa Bani Bahlul,Vaccine,Sana'a Governorate Vaccines Warehouse,1st Roll-Out (Vaccine),Contract awarded,,132.6,162644.0,218712.0,381356,"15.269122, 44.21975"
2025-05-15,Taiz,Al Makha,Al Makha,Clinic,Al-Mokha Hospital,Roll-Out-6,Contract awarded,Lot-1,79.2,45096.0,77172.0,122268,"13.319993,43.24179"
2025-05-15,Taiz,Sharab Ar Rawnah,Sharab Ar Rawnah,Clinic,Bani Ziad Health Center,Roll-Out-6,Contract awarded,Lot-1,9.6,1236.0,2376.0,3612,"13.801476,44.79155"
2025-05-15,Taiz,At Taiziyah,At Taiziyah,Clinic,22 May for Maternity and Childhood Center,Roll-Out-6,Contract awarded,Lot-1,19.2,2462.0,2098.0,4560,"13.613413,44.0081383"
2025-05-15,Al Jawf,Barat Al Anan,Barat Al Anan,Clinic,Bart General Hospital,Roll-Out-6,Contract awarded,Lot-1,57.6,27456.0,38004.0,65460,"16.731156, 44.315324"
2025-05-15,Al Jawf,Al Humaydat,Al Humaydat,Clinic,Al-Humaydat Health Center,Roll-Out-6,Contract awarded,Lot-1,24.0,4680.0,6516.0,11196,"16.488662, 44.427125"
2025-05-15,Al Jawf,Al Hazm,Al Hazm,Clinic,Al-Hazm Directorate Hospital for Maternity and Childhood,Roll-Out-6,Contract awarded,Lot-1,57.6,10093.0,15139.0,25232,"16.166858, 44.775661"
2025-05-15,Hadramawt,Tarim,Tarim,School,Al-Amal School for People with Disabilities,Roll-Out-6,Energized,Lot-1,24.0,30.0,26.0,56,"16.050251, 48.976811"
2025-05-15,Hadramawt,Ash Shihr,Ash Shihr,Clinic,Al-Hami Hospital,Roll-Out-6,Contract awarded,Lot-1,57.6,4632.0,11964.0,16596,"14.810951,49.827091"
2025-05-15,Hadramawt,Shibam,Shibam,Clinic,Shebam Hospital,Roll-Out-6,Contract awarded,Lot-1,79.2,10800.0,14028.0,24828,"15.921520,48.635334"
2025-05-15,Hadramawt,Dawan,Dawan,Clinic,Alqoerah Hospital,Roll-Out-6,Contract awarded,Lot-1,79.2,8400.0,13200.0,21600,"15.12732,48.329337"
2025-05-15,Ibb,Dhi As Sufal,Dhi As Sufal,Clinic,Dhi As Sufal R. Hospital,Roll-Out-6,Contract awarded,Lot-2,57.6,18000.0,24000.0,42000,"13.836936, 44.113535"
2025-05-15,Ibb,Far Al Odayn,Far Al Odayn,Clinic,Al-Aqibah Health Center,Roll-Out-6,Contract awarded,Lot-2,9.6,4360.0,5500.0,9860,"13.888820, 43.743410"
2025-05-15,Ibb,Hazm Al Odayn,Hazm Al Odayn,Clinic,Sirwah Health Center,Roll-Out-6,Contract awarded,Lot-2,9.6,1300.0,2200.0,3500,"14.072424, 43.98635"
2025-05-15,Hajjah,Najrah,Najrah,Clinic,Al-Makhada Health Center,Roll-Out-6,Contract awarded,Lot-2,9.6,3726.0,3580.0,7306,"15.62997, 43.54038"
2025-05-15,Hajjah,Ash Shaghadirah,Ash Shaghadirah,Clinic,Al-Hakamiya Health Center,Roll-Out-6,Contract awarded,Lot-2,7.2,3509.0,3372.0,6881,"15.63778, 43.44459"
2025-05-15,Hajjah,Hajjah City,Hajjah City,Clinic,Al-Sawail Health Center,Roll-Out-6,Contract awarded,Lot-2,7.2,2575.0,4966.0,7541,"15.69871, 43.61183"
2025-05-15,Hajjah,Abs,Abs,Clinic,Dir Al-Hassi Health Center,Roll-Out-6,Contract awarded,Lot-2,9.6,6398.0,6147.0,12545,"16.043759, 43.112183"
2025-05-15,Hajjah,Abs,Abs,School,Az-Zhara'a School- Dir Al-Hasa,Roll-Out-6,Contract awarded,Lot-2,9.6,0.0,1419.0,1419,"16.049653,43.111834"
2025-05-15,Hajjah,Abs,Abs,School,Abu Thar Al-Ghafari School,Roll-Out-6,Contract awarded,Lot-2,9.6,583.0,534.0,1117,"16.084765,43.135999"
2025-05-15,Hajjah,Abs,Abs,School,Al-Thowrah School,Roll-Out-6,Contract awarded,Lot-2,14.4,800.0,136.0,936,"16.007500,43.194897"
2025-05-15,Hadramawt,Dawan,Dawan,School,Omar Bin Abdulaziz School,Roll-Out-6,Contract awarded,Lot-2,9.6,599.0,356.0,955,"16.03274,43.21426"
2025-05-15,Hajjah,Abs,Abs,School,Al-Huda School,Roll-Out-6,Contract awarded,Lot-2,9.6,449.0,393.0,842,"15.9451,43.20224"
2025-05-15,Hajjah,Aslam,Aslam,School,Al-Haid School,Roll-Out-6,Contract awarded,Lot-2,4.8,349.0,323.0,672,"15.96281,43.31009"
2025-05-15,Hajjah,Aslam,Aslam,School,Al-Kamal School,Roll-Out-6,Contract awarded,Lot-2,9.6,1060.0,742.0,1802,"15.98243,43.32148"
2025-05-15,Al Mahwit,Bani Sad,Bani Sad,School,Sa'ad Ibn Abi Waqas School,Roll-Out-6,Contract awarded,Lot-3,9.6,381.0,351.0,732,"15.184987, 43.511662"
2025-05-15,Al Mahwit,Bani Sad,Bani Sad,School,Al Nahdah School,Roll-Out-6,Contract awarded,Lot-3,9.6,770.0,526.0,1296,"15.09688, 43.45524"
2025-05-15,Al Maharah,Al Ghaydhah,Al Ghaydhah,School,Khawlah School,Roll-Out-6,Contract awarded,Lot-3,7.2,0.0,850.0,850,"15.4741, 43.32637"
2025-05-15,Al Mahwit,Al Khabt,Al Khabt,School,Al Najah School,Roll-Out-6,Contract awarded,Lot-3,7.2,322.0,102.0,424,"15.44665, 43.43067"
2025-05-15,Al Mahwit,Al Qita'a,Al Qita'a,School,Al Noor School,Roll-Out-6,Contract awarded,Lot-3,4.8,366.0,193.0,559,"15.429272, 43.470224"
2025-05-15,Sana'a,Bilad Ar Rus,Bilad Ar Rus,Clinic,Khadar Health Center,Roll-Out-6,Contract awarded,Lot-3,19.2,1920.0,6000.0,7920,"14.97707,44.25943"
2025-05-15,Sana'a,Bani Matar,Bani Matar,Clinic,Bait Suwaid Health Center,Roll-Out-6,Contract awarded,Lot-3,7.2,1000.0,1800.0,2800,"15.15896,44.15723"
2025-05-15,Sana'a,Al Haymah Ad Dakhiliyah,Al Haymah Ad Dakhiliyah,Clinic,Al Salaf Health Center,Roll-Out-6,Contract awarded,Lot-3,7.2,4680.0,4920.0,9600,"15.225128, 43.937029"
2025-05-15,Al Hodeidah,Az Zaydiah,Az Zaydiah,Clinic,Al Marofiah Health Center,Roll-Out-6,Contract awarded,Lot-3,7.2,2800.0,3648.0,6448,"15.2739028, 43.0526204"
2025-05-15,Al Hodeidah,Al Mighlaf,Al Mighlaf,Clinic,Dir mahdi Health Center,Roll-Out-6,Contract awarded,Lot-3,7.2,2950.0,3829.0,6779,"15.359333, 43.103797"
2025-05-15,Al Maharah,Al Ghaydhah,Al Ghaydhah,School,Khawlah School,Roll-Out-6,Contract awarded,Lot-3,14.4,0.0,855.0,855,"15.033554, 43.266466"
2025-05-15,Al Hodeidah,Bajil,Bajil,School,Ash-Shaheed Al-Dorah School,Roll-Out-6,Contract awarded,Lot-3,9.6,650.0,750.0,1400,"15.067513, 43.297277"
2025-05-15,Al Hodeidah,Al Mansuriyah,Al Mansuriyah,School,Sumaiah School,Roll-Out-6,Contract awarded,Lot-3,9.6,0.0,555.0,555,"14.685578, 43.295193"
2025-05-15,Al Hodeidah,Al Mansuriyah,Al Mansuriyah,School,Saba School,Roll-Out-6,Contract awarded,Lot-3,14.4,0.0,877.0,877,"14.683955, 43.296280"
2025-05-15,Al Maharah,Al Ghaydhah,Al Ghaydhah,School,Khawlah School,Roll-Out-6,Contract awarded,Lot-3,14.4,0.0,1280.0,1280,"14.137318, 43.391976"
2025-05-15,Al Hodeidah,Al Jarrahi,Al Jarrahi,School,Belqis School,Roll-Out-6,Contract awarded,Lot-3,9.6,0.0,1253.0,1253,"14.130932, 43.397809"
2025-05-15,Al Hodeidah,As Sukhnah,As Sukhnah,School,Arwa School,Roll-Out-6,Contract awarded,Lot-3,9.6,0.0,898.0,898,"14.729401, 43.373252"
2025-05-15,Al Hodeidah,Ad Dohi,Ad Dohi,School,Al-Tahrir School,Roll-Out-6,Contract awarded,Lot-3,9.6,0.0,564.0,564,"15.213127, 43.067574"
2025-05-15,Al Hodeidah,Al Mighlaf,Al Mighlaf,School,Om Aiman School,Roll-Out-6,Contract awarded,Lot-3,9.6,0.0,920.0,920,"15.365548, 43.100628"
2025-05-15,Al Hodeidah,Al Qanawis,Al Qanawis,School,Om Salamah School,Roll-Out-6,Contract awarded,Lot-3,9.6,0.0,1616.0,1616,"15.495794, 43.134735"
2025-05-15,Socotra,Hadibu,Qashio,School,Ahmed Abdullah bin Hamdon School,Roll-Out-7,Contract awarded,Lot-4,24.0,201.0,208.0,409,"12.601899, 53.857190"
2025-05-15,Socotra,Hadibu,Qadub,School,Muath bin Jabal School,Roll-Out-7,Contract awarded,Lot-4,24.0,245.0,350.0,595,"12.632257530127612, 53.94688971999802"
2025-05-15,Socotra,Hadibu,Hidaybu,School,Kuwait Educational Complex,Roll-Out-7,Contract awarded,Lot-4,45.6,,1431.0,1431,"12.64952573591699, 54.0193506900362"
2025-05-15,Socotra,Hadibu,Hidaybu,School,Ahmed Saeed bin Mahrous School,Roll-Out-7,Contract awarded,Lot-4,24.0,280.0,342.0,622,"12.654778, 54.032861"
2025-05-15,Socotra,Qalansiyah wa Abd Al Kuri,Qulensya Wa Abd Al Kuri,School,Issa Abdullah Ahmed Al-Saidehi School,Roll-Out-7,Contract awarded,Lot-4,24.0,367.0,380.0,747,"12.690100293405457, 53.49329513232335"
2025-05-15,Socotra,Qalansiyah wa Abd Al Kuri,Qulensya Wa Abd Al Kuri,Clinic,Qalansya Rural Hospital,Roll-Out-7,Contract awarded,Lot-4,79.2,792.0,500.0,9404,"12.692788999225533, 53.494351752493316"
2025-05-15,Socotra,Hadibu,Hidaybu,Vaccine,Maternity and Childhood Center -Hidaybu,2nd Roll-Out (Vaccine),Contract awarded,Lot-4,57.6,60.0,200.0,1292,"12.650171195703438, 54.03721325824207"
2025-05-15,Socotra,Hadibu,Qadub,Clinic,Qadib Health Center,Roll-Out-7,Contract awarded,Lot-4,9.6,120.0,84.0,260,"12.635913538451788, 53.95088306769288"
2025-05-15,Socotra,Hadibu,Qaryah,Clinic,Qaryah Health Center,Roll-Out-7,Contract awarded,Lot-4,9.6,288.0,175.0,204,"12.64001341748633, 54.21022244516621"
2025-05-15,Socotra,Hadibu,Nawjud,Clinic,Nawjud Health Center,Roll-Out-7,Contract awarded,Lot-4,14.4,293.0,230.0,463,"12.36211317123823, 54.023354213974144"
2025-05-15,Socotra,Hadibu,Dehamid,Clinic,Dehamid Health Center,Roll-Out-7,Contract awarded,Lot-4,7.2,132.0,102.0,523,"12.602256537413853, 53.857423723983096"
2025-05-15,Socotra,Hadibu,Momi,Clinic,Momi Health Center,Roll-Out-7,Contract awarded,Lot-4,9.6,202.0,80.0,364,"12.508255640848494, 54.32580890569655"
2025-05-15,Socotra,Qalansiyah wa Abd Al Kuri,Qulensya Wa Abd Al Kuri,Vaccine,Maternity and Childhood Center -Qulensya Wa Abd Al Kuri,2nd Roll-Out (Vaccine),Contract awarded,Lot-4,24.0,,400.0,402,"12.690925998555134, 53.490594676870856"
2025-05-15,Ma'rib,Raghwan,Raghwan,Clinic,Isdas Raghwan Hospital,Roll-Out-7,Contract awarded,Lot-1,45.6,250.0,375.0,25000,"15.769956, 45.083449"
2025-05-15,Ma'rib,Al-wadi,Al-wadi,Clinic,Al-Mosheer Health Center,Roll-Out-7,Contract awarded,Lot-1,9.6,350.0,324.0,22000,"15.5151777, 45.3683885"
2025-05-15,Ma'rib,Al-wadi,Al-wadi,Clinic,"Salwa Health Center
",Roll-Out-7,Contract awarded,Lot-1,9.6,,850.0,20000,"15.4979871, 45.449665"
2025-05-15,Ma'rib,Raghwan,Aal Shabwan,School,Tariq bin Ziyad School,Roll-Out-7,Contract awarded,Lot-1,7.2,,2850.0,674,"15.7648617, 45.0803749"
2025-05-15,Al Mahwit,Al Qita'a,Harib,School,Al Noor School,Roll-Out-7,Contract awarded,Lot-1,24.0,350.0,375.0,850,"14.9319269, 45.5039998"
2025-05-15,Ma'rib,Marib city,Al Ashraf,School,Ruqaya School,Roll-Out-7,Contract awarded,Lot-1,24.0,250.0,300.0,2850,"15.4926066, 45.2991611"
2025-05-15,Shabwah,Ataq,Ataq,Clinic,Al-Mubarak Health Center (Obour),Roll-Out-7,Contract awarded,Lot-1,24.0,155.0,447.0,40000,"14.509155, 46.882095"
2025-05-15,Shabwah,Markhah As Sufla,Al-Hajar,Clinic,Al-Hajir Health Center,Roll-Out-7,Contract awarded,Lot-1,9.6,521.0,509.0,11200,"14.5862308,46.1705355"
2025-05-15,Shabwah,Ayn,Dar al Amir,School,Al-Hajab Secondary School for Girls,Roll-Out-7,Contract awarded,Lot-1,24.0,250.0,220.0,602,"14.852096°, 45.531362°"
2025-05-15,Hadramawt,Haridah,Huraidhah,School,Fatima Al-Zahraa Educational Complex for Girls,Roll-Out-7,Contract awarded,Lot-1,19.2,15000.0,20000.0,35000,"15.602387,48.184356"
2025-05-15,Al Maharah,Manar,Wadi Dhahawn,Clinic,Man'ar Health Center,Roll-Out-7,Contract awarded,Lot-1,9.6,180.0,360.0,1750,"16.740608,51.300329"
2025-05-15,Al Maharah,Manar,Thawf,Clinic,Thawf Health Center,Roll-Out-7,Contract awarded,Lot-1,19.2,196.0,280.0,4560,"17.268892,51.010885"
2025-05-15,Al Maharah,Al Ghaydhah,Al Ghyadha,School,Aisha School,Roll-Out-7,Contract awarded,Lot-1,24.0,,1650.0,1650,"16.208828,52.179381"
2025-05-15,Aden,Al Burayqah,Khor -Makser,Clinic,Kuwait Educational Complex,Roll-Out-7,Contract awarded,,45.6,302.0,1498.0,21620,"12.836667, 45.031389"
2025-05-15,Aden,Al Burayqah,Alboreqa,Clinic,Comprehensive Emergency Obestric Neonatal Care,Roll-Out-7,Contract awarded,,19.2,0.0,30.0,12800,"12.750833, 44.890833"
2025-05-15,Aden,Al Burayqah,Al-Heswah,School,Al-Jawhari School,Roll-Out-7,Contract awarded,,24.0,6000.0,4000.0,10000,"12.832825, 44.945467"
2025-05-15,Aden,Al Burayqah,Alboreqa,School,Saba'a Girls School,Roll-Out-7,Contract awarded,,24.0,32137.0,30212.0,62349,"12.755796, 44.891781"
2025-05-15,Abyan,Mudiyah,Mudiyah,Vaccine,Mudiyah Hospital,2nd Roll-Out (Vaccine),Contract awarded,,122.4,1020.0,108.0,57180,"13.925050, 46.082400"
2025-05-15,Abyan,Al Wadi',Al Wade'a,Clinic,Al Wade'a Hospital,Roll-Out-7,Contract awarded,,45.6,442.0,532.0,28166,"13.778056, 46.003056"
2025-05-15,Abyan,Lawdar,Al-Hudan,Clinic,Al-Hudan Health Center,Roll-Out-7,Contract awarded,,19.2,258.0,378.0,967,"13.869650, 45.812617"
2025-05-15,Taiz,Al Maafer,Al-Nashamah,Vaccine,Al-Nashamah Rural Hospital,2nd Roll-Out (Vaccine),Contract awarded,,79.2,5446.0,1710.0,182359,"13°22'57""N 43°58'24""E"
2025-05-15,Taiz,Sami,Al-Nujaid,Clinic,Al-Nujaid Health Center,Roll-Out-7,Contract awarded,,9.6,352.0,,7810,"13°24'07""N 44°05'01""E"
2025-05-15,Taiz,Ash Shamayatayn,Al-Damdam,Clinic,Al-Damdam Allaqemah Health Center,Roll-Out-7,Contract awarded,,9.6,82.0,,4100,"13.136572, 43.925936"
2025-05-15,Taiz,Ash Shamayatayn,Al-Maqarimah,Clinic,Al-Makharimah Health Center,Roll-Out-7,Contract awarded,,9.6,41.0,218.0,10287,"13.163517, 44.063167"
2025-05-15,Taiz,Dhubab,Bani Al Hakam,School,Al-Amal School,Roll-Out-7,Contract awarded,,9.6,,238.0,238,"13°12'03""N 43°16'39""E"
2025-05-15,Taiz,Al Makha,Mawzaah,School,Al-Salam School,Roll-Out-7,Contract awarded,,14.4,747.0,531.0,1278,"13°16'23""N 43°27'15""E"
2025-05-15,Taiz,Al Makha,Az Zahari,School,Ash-heed Mohamed Ali Ebrahim School,Roll-Out-7,Contract awarded,,19.2,1200.0,509.0,1709,"13°26'48""N 43°16'15""E"
2025-05-15,Lahj,Al Malah,Al-Melah,Clinic,Maternity and Childhood Center- Al-melah,Roll-Out-7,Contract awarded,,14.4,280.0,110.0,48000,"13°25'48""N 44°49'41""E"
2025-05-15,Lahj,Tuban,Saber,Clinic,om Jasem H.C. Saber,Roll-Out-7,Contract awarded,,19.2,180.0,300.0,25,"12°59'59""N 44°54'49""E"
2025-05-15,Lahj,Tuban,Al-Madinah Al-Khadra'a,Clinic,Al-Madinah Al-Khadra'a Health Center,Roll-Out-7,Contract awarded,,14.4,7200.0,8800.0,16000,"12°56'49""N 44°59'50""E"
2025-05-15,Lahj,Tuban,Al Hawtah,School,Eyad Ali Awad School,Roll-Out-7,Contract awarded,,14.4,109.0,125.0,234,"13°02'28""N 44°52'59""E"
2025-05-15,Lahj,Tuban,Saber,School,Khadejah School,Roll-Out-7,Contract awarded,,19.2,,700.0,700,"13°00'00""N 44°54'52""E"
2025-05-15,Lahj,Tuban,Saber,School,Samiyah Mabrook School,Roll-Out-7,Contract awarded,,19.2,400.0,720.0,1120,"13°00'09""N 44°54'45""E"
2025-05-15,Dhamar,Jabal Ash sharq,Al Juma'ah,Clinic,Al Juma'ah Health Center,Roll-Out-7,Contract awarded,,19.2,66.0,165.0,15000,"14.731548,43.962097"
2025-05-15,Dhamar,Jabal Ash sharq,Hadran,Clinic,Hadran Health Center,Roll-Out-7,Contract awarded,,9.6,80.0,120.0,5944,"14.70415, 44.02751"
2025-05-15,Sa'dah,Sadah,Sa'ada,Clinic,Outpatient department ( Jomhouri hospital ),Roll-Out-7,Tender launched,,57.6,1627.0,1973.0,95796,"16.940335, 43.767075"
2025-05-15,Sa'dah,Majz,Majiz,Clinic,Al-Malz Health Center,Roll-Out-7,Tender launched,,4.8,1200.0,1800.0,31200,"17.06218, 43.60987"
2025-05-15,Sa'dah,Sahar,Sodan,Clinic,Sodan Health Center,Roll-Out-7,Tender launched,,9.6,400.0,600.0,24991,"16.94249, 43.66483"
2025-05-15,Ibb,Mudhaykhirah,Mudhaykhirah,Clinic,Mudhaykhirah Rural Hospital,Roll-Out-7,Contract awarded,,45.6,270.0,700.0,126300,"13.88699, 43.961494"
2025-05-15,Ibb,Adh Dhahir,Al-Dhahar,Clinic,Yafa'a Health Center,Roll-Out-7,Contract awarded,,7.2,173.0,216.0,10366,"13.955695°, 44.124562°"
2025-05-15,Ibb,Badan,Badan,Vaccine,Ash-Shaheed Hasan Al-Ba'adani Hospital,2nd Roll-Out (Vaccine),Contract awarded,,49.4,91450.0,99069.0,10366,"13.985569, 44.285447"
2025-05-15,Amanat Al Asimah,Bani Al Harith,Bani Al-Harith,Clinic,Olman Health Center,Roll-Out-7,Contract awarded,,9.6,100.0,200.0,25000,"15.462588,44.145030"
2025-05-15,Al Bayda,As Sawadiyah,Bani Wahb,Clinic,Beni Wahb Rural Hospital,Roll-Out-7,Contract awarded,,57.6,1044.0,730.0,25000,"14.452538°, 45.361819°"
2025-05-15,Al Bayda,As Sawadiyah,As Sawma'ah,Clinic,AS-Sawma'ah Rural Hospital,Roll-Out-7,Contract awarded,,57.6,410.0,240.0,17500,"14.091453°, 45.804126°"
2025-05-15,Al Bayda,Radman,Radman Aal Awad,Vaccine,Al-Shahid Ahmed Salem Al-Awadi Rural Hospital,2nd Roll-Out (Vaccine),Contract awarded,,57.6,625.0,520.0,32790,"14.418860°, 45.290100°"
2025-05-15,Al Bayda,Sabah,Zakham,Clinic,Al-Tayeb Rural Hospital,Roll-Out-7,Contract awarded,,24.0,210.0,321.0,23780,"14.301711°, 44.682890°"
2025-05-15,Al Bayda,Az Zahir,Aal Barman,Clinic,Al Hanakah Health Center,Roll-Out-7,Contract awarded,,14.4,180.0,200.0,5500,"13.936833°, 45.405834°"
2025-05-15,Amran,Huth,Hauth,Clinic,Houth Hospital,Roll-Out-7,Contract awarded,,79.2,4566.0,4100.0,70520,"15.775850, 43.81715"
2025-05-15,Amran,Maswar,Maswar,Clinic,Maswar Hospital,Roll-Out-7,Contract awarded,,79.2,2800.0,3660.0,82204,"16.235367, 43.656717"
2025-05-15,Amran,Al Madan,Al Madan,Clinic,Al-Madan Hospital,Roll-Out-7,Contract awarded,,45.6,3120.0,2433.0,55716,"16.235357, 43.966189"
2025-05-15,Amran,As Sawd,Al-Soud,Clinic,Al-Soud Hospital,Roll-Out-7,Contract awarded,,79.2,4170.0,3023.0,57520,"15.616650, 43.70481"
2025-05-15,Al Hodeidah,Az Zaydiah,Al Hashabirah,School,7th July Education Complex,Roll-Out-7,Contract awarded,,14.4,290.0,276.0,566,"15.702953, 42.696728"
2025-05-15,Al Hodeidah,Al Qanawis,Kasharib,School,Al Zahara School,Roll-Out-7,Contract awarded,,14.4,,520.0,520,"15.722821, 43.000029"
2025-05-15,Al Hodeidah,Al Munirah,Al Munirah,School,Al Thawrah School,Roll-Out-7,Contract awarded,,9.6,,600.0,600,"15.232651, 42.940225"
2025-05-15,Al Hodeidah,As Salif,As-Salif,School,Al Rabia'a School,Roll-Out-7,Contract awarded,,9.6,,400.0,400,"15.474660, 43.114290"
2025-05-15,Al Hodeidah,Alluhayah,Al Luhaiah,Clinic,Al Luhaiah Hospital,Roll-Out-7,Contract awarded,,57.6,,3860.0,192600,"15.328202, 42.932035"
2025-05-15,Al Hodeidah,Az Zuhrah,Al Zuhrah,Vaccine,Al Zuhrah Hospital,2nd Roll-Out (Vaccine),Contract awarded,,79.2,,2109.0,278000,"15.309536, 42.672336"
2025-05-15,Al Jawf,Khab wa Ash Shaf,Adheel,Clinic,Adheel Health Center,Roll-Out-7,Contract awarded,,9.6,,326.0,600,"16.649595, 44.814544"
2025-05-15,Al Jawf,Khab wa Ash Shaf,Al-Milaha,Clinic,Al-Milaha Health Center,Roll-Out-7,Contract awarded,,9.6,,569.0,16125,"16.493876, 44.799013"
2025-05-15,Al Jawf,Al Matammah,Husn Bin Saad,Clinic,Husn Bin Saad Health Center,Roll-Out-7,Contract awarded,,7.2,,1212.0,10704,"16.271244, 44.477804"
2025-05-15,Abyan,Khanfar,,Well,Thajar / ثجر,Package#5,Contract awarded,,18.0,1488.0,1632.0,3120,"13.507581°,46.195427°"
2025-05-15,Abyan,Lawdar,,Well,Al_Hamra Alqebly / الحمراء القبلي,Package#5,Contract awarded,,18.0,840.0,888.0,1728,"13.880573,45.844972"
2025-05-15,Abyan,Rassd,,Well,Falsan / فلسان,Package#5,Contract awarded,,27.0,1728.0,1872.0,3600,"13.743622°,45.269697°"
2025-05-15,Abyan,Mudiyah,,Well,Al_qoreen AL_Fathan / القرين آل فطحان,Package#5,Contract awarded,,4.8,1032.0,1128.0,2160,"13.959434,46.223764"
2025-05-15,Abyan,Mudiyah,,Well,Muqaydih / مقيديح,Package#5,Contract awarded,,18.0,2280.0,2472.0,4752,"13.917487°,46.160893°"
2025-05-15,Abyan,Sibah,,Well,Hezer / حزر,Package#5,Contract awarded,,18.0,1848.0,1992.0,3840,"13.857500°,45.355000°"
2025-05-15,Ad Dali,An Nadirah,,Well,Al-Khasha'a /  الخشعة,Package#5,Contract awarded,,36.0,2064.0,2256.0,4320,"14.062457,44.551206"
2025-05-15,Ad Dali,Ad Dali,,Well,Solan / صولان زبيد,Package#5,Contract awarded,,54.0,1968.0,2112.0,4080,"13.663050°, 44.749719°"
2025-05-15,Ad Dali,Qatabah,,Well,النجد الأبيض/ Alnagd Alabiad Well,Package#5,Contract awarded,,45.0,1608.0,1752.0,3360,"13.962061,44.700796"
2025-05-15,Dhamar,Mayfaat Ans,,Well,Al-khansha/الخشناء,Package#5,Contract awarded,,27.0,1848.0,1992.0,3840,"14.453852°,44.686651°"
2025-05-15,Hajjah,Mabyan,,Well,Bani Al-Shomi  /  بني الشومي,Package#5,Contract awarded,,45.0,2760.0,3000.0,5760,"15.747809,43.508444"
2025-05-15,Hajjah,Mabyan,,Well,Bani Al-Shomi Stage-3 / بني الشومي-3,Package#5,Contract awarded,,54.0,2760.0,3000.0,5760,"15.74269986,43.53308703"
2025-05-15,Lahj,Al Maflahi,,Well,Wady Halah / وادي حاله,Package#5,Contract awarded,,18.0,1152.0,1248.0,2400,"13.78193,45.14926"
2025-05-15,Lahj,Yafi,,Well,Al-Maliki / المالكي,Package#5,Contract awarded,,18.0,1728.0,1872.0,3600,"13.92253,45.25088"
2025-05-15,Lahj,Habil Jabr,,Well,ترهاض الرحبة/ Tirhad Al rahba,Package#5,Contract awarded,,45.0,1440.0,1584.0,3024,"13.583384,45.010142"
2025-05-15,Lahj,Halmin,,Well,حبيل المدفر/Habeel Al-Mudafer,Package#5,Contract awarded,,45.0,2880.0,3120.0,6000,"13.672307,44.852096"
2025-05-15,Lahj,Halmin,,Well,حبيل الريده /Habeel Al-Raida,Package#5,Contract awarded,,45.0,3312.0,3600.0,6912,"13.667234,44.850743"
2025-05-15,Lahj,Halmin,,Well,حبيل الريده /Habeel Al-Raida,Package#5,Contract awarded,,18.0,1272.0,1368.0,2640,"13.660299,44.847802"
2025-05-15,Lahj,Radfan,,Well,وحده/Wahdah,Package#5,Contract awarded,,54.0,3120.0,3360.0,6480,"13.488051,44.957577"
2025-05-15,Al Mahwit,Ar Rujum,,Well,عدلية / Adlaih,Package#5,Contract awarded,,54.0,3216.0,3504.0,6720,"15.44955, 43.64851"
